ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,NOM,MPC,SLOC,AHF,MIF,AIF,CF,MHF,PF,CC,LOC,NNL,MI
org.thymeleaf.engine.ITemplateHandler,13.0,1.0,0.0,43.0,13.0,78.0,13.0,12.0,15.0,13.0,0.0,0.1429,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.engine.IThrottledTemplateWriterControl,5.0,1.0,0.0,4.0,5.0,10.0,5.0,1.0,7.0,5.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.engine.IteratedGatheringModelProcessable,7.0,2.0,0.0,24.0,59.0,13.0,7.0,38.0,330.0,794.0,7.0,0.2308,0.0,0.5714,,110.5714,0.7564,4.0,
org.thymeleaf.engine.IteratedGatheringModelProcessable$1,4.0,1.0,0.0,1.0,8.0,0.0,,,,51.0,0.0,0.625,0.0,,,10.75,0.6667,,
org.thymeleaf.engine.IteratedGatheringModelProcessable$2,4.0,1.0,0.0,1.0,8.0,0.0,,,,30.0,0.0,0.625,0.0,,,6.0,0.6667,,
org.thymeleaf.engine.IteratedGatheringModelProcessable$IterationModels,3.0,1.0,0.0,2.0,4.0,1.0,,,,45.0,4.0,0.75,0.0,,,12.3333,0.5,,
org.thymeleaf.engine.IteratedGatheringModelProcessable$IterationWhiteSpaceHandling,5.0,2.0,0.0,2.0,8.0,6.0,,,,59.0,4.0,0.3333,1.0,,,10.0,0.75,,
org.thymeleaf.engine.IteratedGatheringModelProcessable.IterationModels,,1.0,0.0,1.0,,50.0,2.0,1.0,17.0,,,,,0.0,,,22.0,0.0,
org.thymeleaf.engine.IteratedGatheringModelProcessable.IterationWhiteSpaceHandling,,1.0,0.0,2.0,,,2.0,2.0,1.0,,,,,0.0,,,1.0,0.0,
org.thymeleaf.engine.IteratedGatheringModelProcessable.computeIteratedObjectIterator.(Anon_1),,1.0,0.0,3.0,,56.0,3.0,3.0,13.0,,,,,0.0,,,17.0,0.0,
org.thymeleaf.engine.IteratedGatheringModelProcessable.computeIteratedObjectIterator.(Anon_2),,1.0,0.0,3.0,,33.0,3.0,3.0,11.0,,,,,0.0,,,16.0,0.0,
org.thymeleaf.engine.IterationStatusVar,11.0,1.0,0.0,1.0,19.0,13.0,11.0,3.0,40.0,110.0,0.0,1.0,0.0,0.0,,8.7273,0.6667,0.0,
org.thymeleaf.engine.Model,25.0,1.0,0.0,47.0,60.0,0.0,25.0,41.0,239.0,727.0,3.0,0.1733,0.0,0.12,,27.88,0.5917,2.0,
org.thymeleaf.engine.ModelBuilderTemplateHandler,13.0,2.0,0.0,29.0,42.0,0.0,13.0,30.0,70.0,163.0,2.0,0.1429,0.0,0.0,,11.3077,0.6111,0.0,
org.thymeleaf.engine.OpenElementTag,16.0,4.0,0.0,23.0,43.0,90.0,11.0,16.0,124.0,399.0,0.0,0.225,1.0,0.0,,23.9375,2.0,2.0,
org.thymeleaf.engine.OpenElementTagModelProcessable,2.0,1.0,0.0,10.0,6.0,0.0,2.0,7.0,64.0,174.0,6.0,0.5714,0.0,0.0,,81.0,0.0,3.0,
org.thymeleaf.engine.OutputTemplateHandler,10.0,2.0,0.0,12.0,58.0,0.0,10.0,15.0,108.0,222.0,0.0,0.1818,0.0,0.0,,21.1,0.0,1.0,
org.thymeleaf.engine.ProcessingInstruction,11.0,2.0,0.0,10.0,25.0,27.0,11.0,7.0,66.0,126.0,0.0,0.2208,0.0,0.0909,,10.1818,0.5667,1.0,
org.thymeleaf.engine.ProcessingInstructionStructureHandler,5.0,1.0,0.0,4.0,7.0,4.0,5.0,3.0,41.0,78.0,1.0,0.4,0.0,0.0,,13.2,0.0,0.0,
org.thymeleaf.engine.ProcessorExecutionVars,2.0,1.0,0.0,12.0,6.0,0.0,2.0,4.0,28.0,80.0,4.0,1.0,0.0,0.0,,35.5,0.0,1.0,
org.thymeleaf.engine.ProcessorTemplateHandler,25.0,1.0,0.0,80.0,178.0,0.0,24.0,73.0,914.0,2999.0,34.0,0.0938,0.0,0.25,,117.44,0.7961,4.0,
org.thymeleaf.engine.SSEThrottledTemplateWriter,11.0,3.0,0.0,4.0,22.0,11.0,10.0,7.0,143.0,365.0,0.0,0.4,2.0,0.2,,31.5455,0.5,2.0,
org.thymeleaf.engine.SimpleModelProcessable,4.0,1.0,0.0,5.0,6.0,0.0,4.0,3.0,26.0,63.0,3.0,0.4375,0.0,0.0,,13.75,0.5,1.0,
org.thymeleaf.engine.StandaloneElementTag,17.0,4.0,0.0,23.0,50.0,64.0,12.0,17.0,142.0,474.0,0.0,0.2157,1.0,0.0,,26.8235,0.125,2.0,
org.thymeleaf.engine.StandaloneElementTagModelProcessable,2.0,1.0,0.0,10.0,6.0,0.0,2.0,8.0,68.0,175.0,7.0,0.5625,0.0,0.0,,81.0,0.0909,3.0,
org.thymeleaf.engine.StandardModelFactory,50.0,1.0,0.0,39.0,100.0,979.0,49.0,42.0,341.0,1120.0,4.0,0.1959,0.0,0.3673,,21.3,0.751,1.0,
org.thymeleaf.engine.TemplateBoundariesStructureHandler,10.0,1.0,0.0,6.0,25.0,23.0,10.0,9.0,95.0,202.0,2.0,0.2857,0.0,0.1,,17.8,0.6667,2.0,
org.thymeleaf.engine.TemplateData,7.0,1.0,0.0,32.0,8.0,7.0,7.0,5.0,38.0,52.0,3.0,0.2857,0.0,0.0,,5.7143,0.8,0.0,
org.thymeleaf.engine.TemplateEnd,7.0,2.0,0.0,11.0,10.0,19.0,6.0,6.0,22.0,29.0,1.0,0.3,0.0,0.1667,,3.0,0.8333,0.0,
org.thymeleaf.engine.TemplateEndModelProcessable,2.0,1.0,0.0,6.0,6.0,0.0,2.0,5.0,34.0,77.0,6.0,0.5833,0.0,0.0,,34.0,0.0,1.0,
org.thymeleaf.engine.TemplateFlowController,1.0,1.0,0.0,18.0,2.0,0.0,1.0,0.0,6.0,12.0,0.0,1.0,0.0,0.0,,9.0,2.0,0.0,
org.thymeleaf.engine.TemplateHandlerAdapterMarkupHandler,23.0,2.0,0.0,35.0,57.0,0.0,23.0,26.0,401.0,1111.0,4.0,0.3261,0.0,0.0,,46.8261,0.5248,1.0,
org.thymeleaf.engine.TemplateHandlerAdapterRawHandler,4.0,1.0,0.0,11.0,11.0,0.0,4.0,7.0,34.0,76.0,1.0,0.5417,0.0,0.0,,17.0,0.5,0.0,
org.thymeleaf.engine.TemplateHandlerAdapterTextHandler,12.0,2.0,0.0,25.0,36.0,0.0,11.0,22.0,203.0,574.0,4.0,0.3545,0.0,0.0,,45.9167,0.595,2.0,
org.thymeleaf.engine.TemplateManager,14.0,1.0,0.0,52.0,110.0,23.0,13.0,55.0,440.0,1173.0,8.0,0.2081,0.0,0.3846,,82.0,0.6923,4.0,
org.thymeleaf.engine.TemplateManager$1,1.0,1.0,0.0,2.0,3.0,0.0,,,,49.0,0.0,0.0,0.0,,,47.0,2.0,,
org.thymeleaf.engine.TemplateModel,20.0,1.0,0.0,28.0,36.0,140.0,20.0,20.0,105.0,241.0,3.0,0.1727,0.0,0.05,,10.9,0.8246,1.0,
org.thymeleaf.engine.TemplateModelController,28.0,1.0,0.0,34.0,60.0,0.0,27.0,40.0,325.0,1049.0,11.0,0.1044,0.0,0.1852,,35.9286,0.716,2.0,
org.thymeleaf.engine.TemplateModelController$SkipBody,5.0,2.0,0.0,8.0,8.0,6.0,,,,94.0,5.0,0.3125,1.0,,,16.2,0.75,,
org.thymeleaf.engine.TemplateModelController.SkipBody,,1.0,0.0,2.0,,,3.0,2.0,14.0,,,,,0.0,,,18.0,0.0,
org.thymeleaf.engine.TemplateStart,7.0,2.0,0.0,11.0,10.0,19.0,6.0,6.0,22.0,29.0,1.0,0.3,0.0,0.1667,,3.0,0.8333,0.0,
org.thymeleaf.engine.Text,11.0,3.0,0.0,14.0,24.0,55.0,11.0,6.0,40.0,70.0,0.0,0.2273,0.0,0.0,,5.3636,2.0,1.0,
org.thymeleaf.engine.TextAttributeDefinition,1.0,2.0,0.0,5.0,2.0,0.0,1.0,2.0,5.0,6.0,0.0,1.0,0.0,0.0,,5.0,2.0,0.0,
org.thymeleaf.engine.TextAttributeName,3.0,2.0,0.0,7.0,8.0,1.0,3.0,1.0,28.0,63.0,0.0,0.5556,0.0,0.3333,,19.6667,0.0,1.0,
org.thymeleaf.engine.TextElementDefinition,1.0,2.0,0.0,5.0,2.0,0.0,1.0,2.0,5.0,6.0,0.0,1.0,0.0,0.0,,5.0,2.0,0.0,
org.thymeleaf.engine.TextElementName,3.0,2.0,0.0,7.0,8.0,1.0,3.0,1.0,28.0,63.0,0.0,0.5556,0.0,0.3333,,19.6667,0.0,1.0,
org.thymeleaf.engine.TextStructureHandler,5.0,1.0,0.0,4.0,7.0,4.0,5.0,3.0,37.0,68.0,1.0,0.4,0.0,0.0,,11.4,0.0,0.0,
org.thymeleaf.engine.ThrottledTemplateProcessor,13.0,1.0,0.0,18.0,50.0,0.0,12.0,32.0,159.0,554.0,7.0,0.1923,0.0,0.25,,40.3077,0.652,4.0,
org.thymeleaf.engine.ThrottledTemplateWriter,16.0,2.0,1.0,9.0,40.0,0.0,16.0,15.0,116.0,248.0,2.0,0.2344,1.0,0.0,,14.1875,0.6,1.0,
org.thymeleaf.engine.ThrottledTemplateWriter$IThrottledTemplateWriterAdapter,6.0,1.0,0.0,3.0,6.0,15.0,,,,6.0,0.0,0.5833,0.0,,,0.0,2.0,,
org.thymeleaf.engine.ThrottledTemplateWriter.IThrottledTemplateWriterAdapter,,0.0,2.0,0.0,,0.0,6.0,0.0,8.0,,,,,0.0,,,10.0,0.0,
org.thymeleaf.engine.ThrottledTemplateWriterOutputStreamAdapter,16.0,2.0,0.0,4.0,24.0,8.0,16.0,8.0,187.0,528.0,1.0,0.3021,1.0,0.1875,,31.3125,0.6727,3.0,
org.thymeleaf.engine.ThrottledTemplateWriterWriterAdapter,20.0,2.0,0.0,4.0,31.0,20.0,19.0,8.0,230.0,698.0,1.0,0.3158,1.0,0.2105,,33.35,0.6411,3.0,
org.thymeleaf.engine.XMLAttributeDefinition,1.0,2.0,0.0,5.0,2.0,0.0,1.0,2.0,5.0,6.0,0.0,1.0,0.0,0.0,,5.0,2.0,0.0,
org.thymeleaf.engine.XMLAttributeName,3.0,2.0,0.0,7.0,8.0,1.0,3.0,1.0,28.0,63.0,0.0,0.5556,0.0,0.3333,,19.6667,0.0,1.0,
org.thymeleaf.engine.XMLDeclaration,14.0,2.0,0.0,10.0,30.0,51.0,14.0,7.0,110.0,225.0,0.0,0.2143,0.0,0.0714,,14.3571,0.8385,1.0,
org.thymeleaf.engine.XMLDeclarationStructureHandler,5.0,1.0,0.0,4.0,7.0,4.0,5.0,3.0,47.0,89.0,1.0,0.4,0.0,0.0,,15.0,0.0,0.0,
org.thymeleaf.engine.XMLElementDefinition,1.0,2.0,0.0,5.0,2.0,0.0,1.0,2.0,5.0,6.0,0.0,1.0,0.0,0.0,,5.0,2.0,0.0,
org.thymeleaf.engine.XMLElementName,3.0,2.0,0.0,7.0,8.0,1.0,3.0,1.0,28.0,63.0,0.0,0.5556,0.0,0.3333,,19.6667,0.0,1.0,
org.thymeleaf.exceptions.AlreadyInitializedException,2.0,5.0,0.0,1.0,4.0,1.0,2.0,1.0,9.0,12.0,0.0,0.8333,0.0,0.0,,4.5,2.0,0.0,
org.thymeleaf.exceptions.CacheConfigurationException,2.0,6.0,0.0,1.0,4.0,1.0,2.0,1.0,9.0,12.0,0.0,0.8333,0.0,0.0,,4.5,2.0,0.0,
org.thymeleaf.exceptions.ConfigurationException,2.0,5.0,1.0,8.0,4.0,1.0,2.0,1.0,9.0,12.0,0.0,0.8333,0.0,0.0,,4.5,2.0,0.0,
org.thymeleaf.exceptions.ParserInitializationException,2.0,5.0,0.0,1.0,4.0,1.0,2.0,1.0,9.0,12.0,0.0,0.8333,0.0,0.0,,4.5,2.0,0.0,
org.thymeleaf.exceptions.TemplateAssertionException,3.0,4.0,0.0,1.0,6.0,3.0,3.0,2.0,20.0,62.0,0.0,0.5833,0.0,0.3333,,18.6667,1.5,1.0,
org.thymeleaf.exceptions.TemplateEngineException,2.0,4.0,4.0,6.0,4.0,1.0,2.0,1.0,9.0,12.0,0.0,0.8333,0.0,1.0,,4.5,2.0,0.0,
org.thymeleaf.exceptions.TemplateInputException,5.0,6.0,0.0,11.0,10.0,10.0,5.0,1.0,18.0,36.0,0.0,0.75,0.0,0.0,,6.0,1.25,0.0,
org.thymeleaf.exceptions.TemplateOutputException,1.0,6.0,0.0,7.0,2.0,0.0,1.0,1.0,6.0,10.0,0.0,1.0,0.0,0.0,,8.0,2.0,0.0,
org.thymeleaf.exceptions.TemplateProcessingException,13.0,5.0,2.0,88.0,22.0,0.0,13.0,4.0,80.0,210.0,0.0,0.4808,1.0,0.0,,14.8462,0.5833,3.0,
org.thymeleaf.expression.Aggregates,17.0,1.0,0.0,2.0,34.0,136.0,17.0,4.0,53.0,68.0,0.0,0.2157,0.0,0.0,,3.0,2.0,0.0,
org.thymeleaf.expression.Arrays,13.0,1.0,0.0,2.0,26.0,78.0,13.0,2.0,41.0,55.0,0.0,0.5192,0.0,0.0,,3.2308,2.0,0.0,
org.thymeleaf.expression.Bools,15.0,1.0,0.0,3.0,30.0,105.0,15.0,7.0,113.0,340.0,0.0,0.3867,0.0,0.0,,21.6667,2.0,2.0,
org.thymeleaf.expression.Calendars,73.0,1.0,0.0,4.0,108.0,2286.0,73.0,12.0,605.0,1693.0,0.0,0.2534,0.0,0.0,,22.1781,0.5,1.0,
org.thymeleaf.expression.Conversions,3.0,1.0,0.0,7.0,13.0,1.0,3.0,9.0,26.0,65.0,1.0,0.5333,0.0,0.0,,20.3333,0.0,2.0,
org.thymeleaf.expression.Dates,69.0,1.0,0.0,4.0,105.0,2136.0,69.0,13.0,589.0,1649.0,0.0,0.2536,0.0,0.0,,22.8841,0.5294,1.0,
org.thymeleaf.expression.ExecutionInfo,9.0,1.0,0.0,4.0,23.0,0.0,9.0,8.0,43.0,111.0,1.0,0.5556,0.0,0.0,,11.1111,0.5,1.0,
org.thymeleaf.expression.ExpressionObjects,5.0,1.0,0.0,6.0,16.0,0.0,5.0,7.0,43.0,93.0,2.0,0.45,0.0,0.0,,16.6,0.75,1.0,
org.thymeleaf.expression.IExpressionObjectFactory,3.0,1.0,0.0,12.0,3.0,3.0,3.0,3.0,5.0,3.0,0.0,0.6667,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.expression.IExpressionObjects,4.0,1.0,0.0,6.0,4.0,6.0,4.0,2.0,6.0,4.0,0.0,0.75,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.expression.Ids,4.0,1.0,0.0,4.0,15.0,0.0,4.0,4.0,23.0,71.0,1.0,0.6667,0.0,0.0,,16.5,0.0,0.0,
org.thymeleaf.expression.Lists,9.0,1.0,0.0,2.0,18.0,36.0,9.0,4.0,29.0,40.0,0.0,0.3889,0.0,0.0,,3.4444,2.0,0.0,
org.thymeleaf.expression.Maps,9.0,1.0,0.0,2.0,18.0,36.0,9.0,3.0,29.0,42.0,0.0,0.5111,0.0,0.0,,3.6667,2.0,0.0,
org.thymeleaf.expression.Messages,43.0,1.0,0.0,3.0,52.0,801.0,42.0,8.0,153.0,580.0,1.0,0.3069,0.0,0.0238,,12.4419,0.6071,1.0,
org.thymeleaf.expression.Numbers,31.0,1.0,0.0,4.0,58.0,409.0,31.0,12.0,323.0,977.0,0.0,0.3952,0.0,0.0,,30.4839,0.0667,1.0,
org.thymeleaf.expression.Objects,5.0,1.0,0.0,4.0,19.0,10.0,5.0,6.0,32.0,98.0,0.0,0.48,0.0,0.0,,18.6,2.0,1.0,
org.thymeleaf.expression.Sets,7.0,1.0,0.0,2.0,14.0,21.0,7.0,3.0,23.0,31.0,0.0,0.4571,0.0,0.0,,3.4286,2.0,0.0,
org.thymeleaf.expression.Strings,133.0,1.0,0.0,3.0,188.0,8766.0,133.0,11.0,1149.0,3123.0,0.0,0.2807,0.0,0.0,,22.4737,0.9091,2.0,
org.thymeleaf.expression.Temporals,83.0,1.0,0.0,7.0,172.0,1987.0,83.0,13.0,265.0,575.0,5.0,0.2436,0.0,0.0,,5.8675,0.7902,0.0,
org.thymeleaf.expression.Uris,17.0,1.0,0.0,2.0,34.0,136.0,17.0,2.0,53.0,76.0,0.0,0.9706,0.0,0.0,,3.4706,2.0,0.0,
org.thymeleaf.inline.IInliner,4.0,1.0,0.0,24.0,4.0,6.0,4.0,6.0,6.0,4.0,0.0,0.5,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.inline.NoOpInliner,6.0,1.0,0.0,13.0,7.0,15.0,5.0,6.0,18.0,23.0,1.0,0.44,0.0,0.2,,2.6667,1.0,0.0,
org.thymeleaf.linkbuilder.AbstractLinkBuilder,6.0,1.0,1.0,4.0,10.0,3.0,5.0,5.0,21.0,38.0,0.0,0.4667,0.0,0.2,,4.8333,0.7333,0.0,
org.thymeleaf.linkbuilder.ILinkBuilder,3.0,1.0,0.0,6.0,3.0,3.0,3.0,4.0,6.0,3.0,0.0,0.5,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.linkbuilder.StandardLinkBuilder,12.0,2.0,0.0,11.0,56.0,66.0,12.0,20.0,250.0,782.0,0.0,0.2396,0.0,0.8333,,63.9167,1.0909,3.0,
org.thymeleaf.linkbuilder.StandardLinkBuilder$LinkType,5.0,2.0,0.0,2.0,8.0,6.0,,,,70.0,5.0,0.3333,1.0,,,12.0,0.75,,
org.thymeleaf.linkbuilder.StandardLinkBuilder.LinkType,,1.0,0.0,2.0,,,2.0,2.0,1.0,,,,,0.0,,,1.0,0.0,
org.thymeleaf.messageresolver.AbstractMessageResolver,6.0,1.0,1.0,4.0,10.0,3.0,5.0,5.0,21.0,38.0,0.0,0.4667,0.0,0.2,,4.8333,0.7333,0.0,
org.thymeleaf.messageresolver.IMessageResolver,4.0,1.0,0.0,6.0,4.0,6.0,4.0,4.0,8.0,4.0,0.0,0.6,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.messageresolver.StandardMessageResolutionUtils,9.0,1.0,0.0,5.0,55.0,28.0,8.0,23.0,137.0,419.0,0.0,0.25,0.0,0.625,,45.2222,0.875,5.0,
org.thymeleaf.messageresolver.StandardMessageResolver,11.0,2.0,0.0,8.0,40.0,25.0,11.0,14.0,119.0,321.0,0.0,0.3434,0.0,0.2727,,27.9091,0.6667,5.0,
org.thymeleaf.model.AbstractModelVisitor,12.0,1.0,0.0,12.0,13.0,66.0,11.0,11.0,24.0,26.0,0.0,0.1597,0.0,0.0,,1.1667,2.0,0.0,
org.thymeleaf.model.AttributeValueQuotes,5.0,2.0,0.0,15.0,8.0,6.0,2.0,1.0,3.0,59.0,4.0,0.3333,1.0,0.0,,10.0,0.75,0.0,
org.thymeleaf.model.IAttribute,10.0,1.0,0.0,15.0,10.0,45.0,10.0,5.0,12.0,10.0,0.0,0.55,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.ICDATASection,2.0,1.0,0.0,24.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.ICloseElementTag,1.0,1.0,0.0,18.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.IComment,2.0,1.0,0.0,25.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.IDocType,7.0,1.0,0.0,20.0,7.0,21.0,7.0,1.0,9.0,7.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.IElementTag,4.0,1.0,0.0,6.0,4.0,6.0,4.0,3.0,6.0,4.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.IModel,14.0,1.0,0.0,33.0,14.0,91.0,14.0,6.0,15.0,14.0,0.0,0.3095,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.IModelFactory,30.0,1.0,0.0,21.0,30.0,435.0,30.0,17.0,37.0,30.0,0.0,0.27,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.IModelVisitor,11.0,1.0,0.0,27.0,11.0,55.0,11.0,11.0,13.0,11.0,0.0,0.1667,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.IOpenElementTag,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,
org.thymeleaf.model.IProcessableElementTag,11.0,1.0,0.0,48.0,11.0,55.0,11.0,4.0,13.0,11.0,0.0,0.6061,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.IProcessingInstruction,3.0,1.0,0.0,19.0,3.0,3.0,3.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.IStandaloneElementTag,1.0,1.0,0.0,18.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.ITemplateEnd,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,
org.thymeleaf.model.ITemplateEvent,6.0,1.0,0.0,24.0,6.0,15.0,6.0,4.0,8.0,6.0,0.0,0.4444,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.ITemplateStart,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,
org.thymeleaf.model.IText,1.0,1.0,0.0,27.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.model.IXMLDeclaration,5.0,1.0,0.0,19.0,5.0,10.0,5.0,1.0,7.0,5.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.postprocessor.IPostProcessor,3.0,1.0,0.0,8.0,3.0,3.0,3.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.postprocessor.PostProcessor,4.0,1.0,0.0,3.0,6.0,0.0,4.0,3.0,23.0,34.0,1.0,0.4375,0.0,0.0,,6.75,0.6667,0.0,
org.thymeleaf.preprocessor.IPreProcessor,3.0,1.0,0.0,8.0,3.0,3.0,3.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.preprocessor.PreProcessor,4.0,1.0,0.0,3.0,6.0,0.0,4.0,3.0,23.0,34.0,1.0,0.4375,0.0,0.0,,6.75,0.6667,0.0,
org.thymeleaf.processor.AbstractProcessor,3.0,1.0,10.0,13.0,5.0,0.0,3.0,2.0,16.0,23.0,1.0,0.5556,0.0,0.0,,6.0,0.5,0.0,
org.thymeleaf.processor.IProcessor,2.0,1.0,0.0,23.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.processor.cdatasection.AbstractCDATASectionProcessor,3.0,2.0,1.0,8.0,18.0,3.0,3.0,8.0,30.0,61.0,0.0,0.6111,0.0,0.3333,,19.3333,2.0,3.0,
org.thymeleaf.processor.cdatasection.ICDATASectionProcessor,1.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.processor.cdatasection.ICDATASectionStructureHandler,4.0,1.0,0.0,7.0,4.0,6.0,4.0,2.0,6.0,4.0,0.0,0.4375,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.processor.comment.AbstractCommentProcessor,3.0,2.0,2.0,9.0,18.0,3.0,3.0,8.0,30.0,61.0,0.0,0.6111,0.0,0.3333,,19.3333,2.0,3.0,
org.thymeleaf.processor.comment.ICommentProcessor,1.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.processor.comment.ICommentStructureHandler,4.0,1.0,0.0,8.0,4.0,6.0,4.0,2.0,6.0,4.0,0.0,0.4375,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.processor.doctype.AbstractDocTypeProcessor,3.0,2.0,1.0,8.0,18.0,3.0,3.0,8.0,30.0,61.0,0.0,0.6111,0.0,0.3333,,19.3333,2.0,3.0,
org.thymeleaf.processor.doctype.IDocTypeProcessor,1.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.processor.doctype.IDocTypeStructureHandler,4.0,1.0,0.0,7.0,4.0,6.0,4.0,2.0,8.0,4.0,0.0,0.4375,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.processor.element.AbstractAttributeModelProcessor,4.0,3.0,0.0,13.0,29.0,4.0,4.0,16.0,85.0,201.0,0.0,0.425,1.0,1.0,,49.0,0.6667,4.0,
org.thymeleaf.processor.element.AbstractAttributeTagProcessor,3.0,3.0,14.0,25.0,28.0,1.0,3.0,15.0,67.0,127.0,0.0,0.5556,1.0,1.0,,41.0,0.5,5.0,
